<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PCO,D,20211018,000000,47.985,48.205,46.505,47.175,348898,0
PCO,D,20211019,000000,47,47.485,46,46,404125,0
PCO,D,20211020,000000,45.31,47.455,45.22,47,217730,0
PCO,D,20211021,000000,46.4,47.9,46.4,47.2,122359,0
PCO,D,20211022,000000,47.3,47.705,46.205,46.38,85520,0
PCO,D,20211025,000000,47,48.18,46.525,48.18,227548,0
PCO,D,20211026,000000,48.1,48.105,46.6,47.1,80801,0
PCO,D,20211027,000000,46.99,47.48,46.46,47.2,257568,0
PCO,D,20211028,000000,47.41,47.53,46.8,47.09,179122,0
PCO,D,20211029,000000,47.3,48.245,46.51,47.2,197158,0
PCO,D,20211102,000000,47.5,49,46.67,48.1,402032,0
