<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ASB,D,20200226,000000,2.8186,3.0962,2.768,3.0962,1111241,0
ASB,D,20200227,000000,3.2308,3.2391,2.7806,2.8016,1135715,0
ASB,D,20200228,000000,2.6082,2.6797,2.3474,2.5998,2296795,0
ASB,D,20200302,000000,2.7343,2.768,2.4904,2.6755,589386,0
ASB,D,20200303,000000,2.7512,2.8605,2.7092,2.8143,550871,0
ASB,D,20200304,000000,2.768,2.8353,2.6923,2.7007,356285,0
ASB,D,20200305,000000,2.7765,2.7975,2.667,2.7007,231744,0
ASB,D,20200306,000000,2.6082,2.6503,2.5493,2.5829,233638,0
ASB,D,20200309,000000,2.238,2.4231,2.1034,2.137,1205036,0
ASB,D,20200310,000000,2.2295,2.3221,2.0865,2.0865,720830,0
ASB,D,20200311,000000,2.1328,2.1622,1.8593,1.9688,736383,0
ASB,D,20200312,000000,1.8342,1.8384,1.4858,1.4892,1074546,0
ASB,D,20200313,000000,1.5986,1.7542,1.5228,1.5902,1093295,0
ASB,D,20200316,000000,1.5144,1.6793,1.4304,1.6238,552527,0
ASB,D,20200317,000000,1.7164,1.8089,1.6827,1.8089,730810,0
ASB,D,20200318,000000,1.8047,1.9352,1.6996,1.9098,504318,0
ASB,D,20200319,000000,1.9352,2.217,1.9352,2.1958,593426,0
ASB,D,20200320,000000,2.3138,2.44,2.1875,2.2968,944458,0
ASB,D,20200323,000000,2.2044,2.2549,2.0361,2.1539,584418,0
ASB,D,20200324,000000,2.2968,2.3642,2.2549,2.3263,439674,0
ASB,D,20200325,000000,2.4567,2.4736,2.2717,2.4273,313512,0
ASB,D,20200326,000000,2.3642,2.44,2.3557,2.4189,152921,0
ASB,D,20200327,000000,2.4231,2.5073,2.3642,2.4063,611925,0
ASB,D,20200330,000000,2.44,2.4904,2.3138,2.36,284152,0
ASB,D,20200331,000000,2.3557,2.4441,2.3474,2.4315,428754,0
ASB,D,20200401,000000,2.4231,2.4231,2.3557,2.3557,119628,0
ASB,D,20200402,000000,2.3768,2.4189,2.3557,2.3978,285822,0
ASB,D,20200403,000000,2.4315,2.4315,2.3557,2.4315,209293,0
ASB,D,20200406,000000,2.4567,2.5114,2.4483,2.4946,396078,0
ASB,D,20200407,000000,2.5073,2.5114,2.3852,2.4146,409346,0
ASB,D,20200408,000000,2.3978,2.44,2.3852,2.4146,70238,0
ASB,D,20200409,000000,2.4231,2.482,2.4146,2.4483,76877,0
ASB,D,20200414,000000,2.5114,2.8143,2.4988,2.8102,628886,0
ASB,D,20200415,000000,2.8605,2.9279,2.667,2.667,415792,0
ASB,D,20200416,000000,2.6923,2.8016,2.6923,2.726,227433,0
ASB,D,20200417,000000,2.8605,2.9279,2.7849,2.8269,202581,0
ASB,D,20200420,000000,2.8269,2.8942,2.7932,2.8186,239645,0
ASB,D,20200421,000000,2.8269,2.869,2.5535,2.6923,499086,0
ASB,D,20200422,000000,2.6923,2.7555,2.6629,2.7428,258532,0
ASB,D,20200423,000000,2.7512,2.7597,2.7049,2.7512,124495,0
ASB,D,20200424,000000,2.7512,2.7512,2.7007,2.726,117337,0
