<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TIM,D,20170131,000000,9.659,9.914,9.588,9.863,43526,0
TIM,D,20170201,000000,9.863,9.863,9.719,9.777,48304,0
TIM,D,20170202,000000,9.762,9.762,9.624,9.624,1169,0
TIM,D,20170203,000000,9.79,9.849,9.543,9.61,5065,0
TIM,D,20170206,000000,9.61,9.732,9.4277,9.71,14010,0
TIM,D,20170207,000000,9.515,9.719,9.4277,9.4781,4729,0
TIM,D,20170208,000000,9.4868,9.573,9.4432,9.4868,4848,0
TIM,D,20170209,000000,9.566,9.719,9.5,9.645,19127,0
TIM,D,20170210,000000,9.573,9.617,9.4054,9.4277,17746,0
TIM,D,20170213,000000,9.4209,9.61,9.4131,9.61,9430,0
TIM,D,20170214,000000,9.624,9.631,9.3695,9.624,6208,0
TIM,D,20170215,000000,9.573,9.732,9.4345,9.681,15444,0
TIM,D,20170216,000000,9.719,9.719,9.515,9.696,13851,0
TIM,D,20170217,000000,9.543,9.71,9.543,9.71,11499,0
TIM,D,20170220,000000,9.71,9.719,9.645,9.719,4099,0
TIM,D,20170221,000000,9.755,9.777,9.719,9.768,12264,0
TIM,D,20170222,000000,9.724,9.849,9.645,9.777,79913,0
TIM,D,20170223,000000,9.833,9.849,9.645,9.784,3749,0
TIM,D,20170224,000000,9.849,9.863,9.732,9.849,5772,0
TIM,D,20170227,000000,9.645,9.79,9.573,9.719,723196,0
TIM,D,20170228,000000,9.79,9.827,9.777,9.827,6923,0
TIM,D,20170301,000000,9.82,9.849,9.588,9.849,4831,0
TIM,D,20170302,000000,9.833,9.833,9.833,9.833,19,0
TIM,D,20170303,000000,9.719,9.719,9.58,9.58,2235,0
TIM,D,20170306,000000,9.573,9.784,9.4645,9.645,819,0
TIM,D,20170307,000000,9.645,9.645,9.5,9.624,1824,0
TIM,D,20170308,000000,9.624,9.624,9.0797,9.1377,5120,0
TIM,D,20170309,000000,9.319,9.4868,9.319,9.4054,6479,0
TIM,D,20170310,000000,9.4645,9.4645,9.4054,9.4209,1404,0
TIM,D,20170313,000000,9.4645,9.624,9.2977,9.624,3346,0
TIM,D,20170314,000000,9.624,9.719,9.573,9.624,7500,0
TIM,D,20170315,000000,9.638,9.719,9.4432,9.624,6724,0
TIM,D,20170316,000000,9.617,9.617,9.3549,9.558,2672,0
TIM,D,20170317,000000,9.61,9.61,9.4277,9.588,335,0
TIM,D,20170320,000000,9.588,9.624,9.588,9.588,152,0
TIM,D,20170321,000000,9.61,9.617,9.61,9.617,415,0
TIM,D,20170322,000000,9.4277,9.595,9.1957,9.536,33601,0
TIM,D,20170323,000000,9.595,9.645,9.2676,9.4277,2313,0
TIM,D,20170324,000000,9.4277,9.4277,9.4277,9.4277,1694,0
TIM,D,20170328,000000,9.2541,9.384,9.0145,9.211,57902,0
TIM,D,20170329,000000,9.3695,9.3695,9.1014,9.2676,3551,0
TIM,D,20170330,000000,9.1014,9.3549,9.0289,9.0289,2972,0
TIM,D,20170331,000000,9.0289,9.1304,8.9782,8.9782,29469,0
TIM,D,20170403,000000,8.9202,8.9202,8.7753,8.9202,3062,0
TIM,D,20170404,000000,8.9058,8.9058,8.4854,8.6303,6869,0
TIM,D,20170405,000000,8.3766,8.5432,7.9413,8.3397,48054,0
TIM,D,20170406,000000,8.3397,8.3397,8.2165,8.3397,40186,0
TIM,D,20170407,000000,8.3983,8.3983,8.137,8.173,4223,0
TIM,D,20170410,000000,8.1948,8.4125,7.9557,8.0206,68359,0
TIM,D,20170411,000000,7.9628,8.1948,7.9628,7.977,10380,0
TIM,D,20170412,000000,7.9922,8.2602,7.977,8.0499,62326,0
TIM,D,20170413,000000,7.977,8.2383,7.977,8.0499,8310,0
TIM,D,20170418,000000,8.0499,8.1881,8.0206,8.1227,1098,0
TIM,D,20170419,000000,8.1948,8.1948,8.1948,8.1948,1,0
TIM,D,20170420,000000,8.0139,8.3179,7.977,8.2961,2929,0
TIM,D,20170421,000000,8.2894,8.2894,7.977,8.2534,4613,0
TIM,D,20170424,000000,8.1587,8.1587,8.1587,8.1587,662,0
TIM,D,20170425,000000,8.1295,8.2894,7.8614,8.2894,17128,0
TIM,D,20170426,000000,8.2459,8.3036,7.8614,7.9989,18075,0
TIM,D,20170427,000000,8.1512,8.2241,7.9267,7.9267,33523,0
TIM,D,20170428,000000,7.9413,7.977,7.6583,7.9703,12912,0
TIM,D,20170502,000000,8.0934,8.0934,8.0934,8.0934,14,0
TIM,D,20170504,000000,8.0934,8.333,8.0934,8.333,214,0
TIM,D,20170505,000000,8.4125,8.4125,8.2676,8.2676,387,0
TIM,D,20170508,000000,8.2602,8.2602,8.1948,8.1948,346,0
TIM,D,20170509,000000,8.2534,8.2534,8.2534,8.2534,2,0
TIM,D,20170510,000000,8.1227,8.1227,8.1227,8.1227,137,0
TIM,D,20170511,000000,8.1587,8.1587,8.1587,8.1587,122,0
TIM,D,20170512,000000,8.1587,8.1587,7.8759,7.9049,7047,0
TIM,D,20170515,000000,8.0499,8.0499,7.8542,7.8542,8829,0
TIM,D,20170516,000000,7.8469,7.9628,7.7092,7.9628,4291,0
TIM,D,20170517,000000,7.5713,7.6438,7.3972,7.6438,15589,0
TIM,D,20170518,000000,7.6512,7.6512,7.2885,7.6075,3984,0
TIM,D,20170519,000000,7.6148,7.6148,7.2667,7.2667,7037,0
TIM,D,20170522,000000,7.2667,7.2667,6.8968,7.0708,10431,0
TIM,D,20170523,000000,6.9113,7.3972,6.7807,7.3972,204252,0
TIM,D,20170524,000000,7.6148,7.6148,7.274,7.274,84717,0
TIM,D,20170525,000000,7.2522,7.4191,7.1289,7.3972,13574,0
TIM,D,20170526,000000,7.5931,7.6801,7.2957,7.5931,12141,0
TIM,D,20170529,000000,7.5931,7.5931,7.3464,7.5931,10178,0
TIM,D,20170530,000000,7.4045,7.5713,7.39,7.5423,6798,0
TIM,D,20170531,000000,7.6075,7.6148,7.3683,7.5423,227543,0
TIM,D,20170601,000000,7.6148,7.6148,7.6148,7.6148,572,0
TIM,D,20170602,000000,7.5423,7.5786,7.5423,7.5786,2,0
TIM,D,20170605,000000,7.5423,7.7163,7.3538,7.3538,4321,0
TIM,D,20170606,000000,7.332,7.6801,7.332,7.6801,7284,0
TIM,D,20170607,000000,7.7092,7.7163,7.5423,7.6148,2779,0
TIM,D,20170608,000000,7.4988,7.4988,7.4988,7.4988,337,0
TIM,D,20170609,000000,7.4988,7.4988,7.4988,7.4988,1,0
TIM,D,20170612,000000,7.4988,7.4988,7.4988,7.4988,1,0
TIM,D,20170613,000000,7.3247,7.4625,7.3247,7.4625,151,0
TIM,D,20170614,000000,7.3247,7.361,7.3247,7.361,1479,0
TIM,D,20170616,000000,7.361,7.4625,7.2667,7.2667,1793,0
TIM,D,20170619,000000,7.4698,7.4698,7.1072,7.1072,4644,0
TIM,D,20170620,000000,7.2088,7.3102,7.2088,7.3102,293,0
TIM,D,20170621,000000,7.245,7.245,7.245,7.245,1,0
